"Nomenclature","ReporterISO3","ProductCode","ReporterName","PartnerISO3","PartnerName","Year","TradeFlowName","TradeFlowCode","TradeValue in 1000 USD","Quantity","QuantityToken","QtyUnit","NetWeight in KGM"
"S3","RWA","047","Rwanda","UGA","Uganda",2021,"Export",6,23.6,24972,8,"Kg",24972
"S3","RWA","047","Rwanda","UGA","Uganda",2021,"Gross Exp.",2,23.6,24972,8,"Kg",24972
"S3","RWA","047","Rwanda","UGA","Uganda",2022,"Export",6,7.044,12000,8,"Kg",12000
"S3","RWA","047","Rwanda","UGA","Uganda",2022,"Gross Exp.",2,7.044,12000,8,"Kg",12000
"S3","RWA","047","Rwanda","UGA","Uganda",2022,"Gross Imp.",1,72.513,210672,8,"Kg",210672
"S3","RWA","047","Rwanda","UGA","Uganda",2022,"Import",5,72.513,210672,8,"Kg",210672
"S3","RWA","047","Rwanda","UKR","Ukraine",2021,"Gross Imp.",1,3.149,18486.9,8,"Kg",18487
"S3","RWA","047","Rwanda","UKR","Ukraine",2021,"Import",5,3.149,18486.9,8,"Kg",18487
"S3","RWA","047","Rwanda","USA","United States",2020,"Export",6,161.388,134554,8,"Kg",134554
"S3","RWA","047","Rwanda","USA","United States",2020,"Gross Exp.",2,161.388,134554,8,"Kg",134554
"S3","RWA","047","Rwanda","USA","United States",2021,"Export",6,148.207,118630,8,"Kg",118630
"S3","RWA","047","Rwanda","USA","United States",2021,"Gross Exp.",2,148.207,118630,8,"Kg",118630
"S3","RWA","047","Rwanda","USA","United States",2021,"Gross Imp.",1,0.006,2,8,"Kg",2
"S3","RWA","047","Rwanda","USA","United States",2021,"Import",5,0.006,2,8,"Kg",2
"S3","RWA","047","Rwanda","USA","United States",2022,"Export",6,112.237,102819,8,"Kg",102819
"S3","RWA","047","Rwanda","USA","United States",2022,"Gross Exp.",2,112.237,102819,8,"Kg",102819
"S3","RWA","047","Rwanda","USA","United States",2022,"Gross Imp.",1,0.042,43,8,"Kg",43
"S3","RWA","047","Rwanda","USA","United States",2022,"Import",5,0.042,43,8,"Kg",43
"S3","RWA","047","Rwanda","WLD"," World",2020,"Export",6,3899.309,14988463,8,"Kg",14988463
"S3","RWA","047","Rwanda","WLD"," World",2020,"Gross Exp.",2,3899.655,14988703,8,"Kg",14988703
"S3","RWA","047","Rwanda","WLD"," World",2020,"Gross Imp.",1,309.588,638787.6,8,"Kg",638788
"S3","RWA","047","Rwanda","WLD"," World",2020,"Import",5,309.588,638787.6,8,"Kg",638788
"S3","RWA","047","Rwanda","WLD"," World",2020,"Re-Export",3,0.346,240,8,"Kg",240
"S3","RWA","047","Rwanda","WLD"," World",2021,"Export",6,10185.302,52897589,8,"Kg",52897589
"S3","RWA","047","Rwanda","WLD"," World",2021,"Gross Exp.",2,10224.42,53002958.7,8,"Kg",53002959
"S3","RWA","047","Rwanda","WLD"," World",2021,"Gross Imp.",1,243.169,474851.34,8,"Kg",474851
"S3","RWA","047","Rwanda","WLD"," World",2021,"Import",5,243.169,474851.34,8,"Kg",474851
"S3","RWA","047","Rwanda","WLD"," World",2021,"Re-Export",3,39.118,105369.7,8,"Kg",105370
"S3","RWA","047","Rwanda","WLD"," World",2022,"Export",6,10440.265,46824979,8,"Kg",46824979
"S3","RWA","047","Rwanda","WLD"," World",2022,"Gross Exp.",2,10599.729,47462778.65,8,"Kg",47462779
"S3","RWA","047","Rwanda","WLD"," World",2022,"Gross Imp.",1,305.328,860225.21,8,"Kg",860225
"S3","RWA","047","Rwanda","WLD"," World",2022,"Import",5,305.328,860225.21,8,"Kg",860225
"S3","RWA","047","Rwanda","WLD"," World",2022,"Re-Export",3,159.464,637799.65,8,"Kg",637800
"S3","RWA","047","Rwanda","ZAF","South Africa",2020,"Gross Imp.",1,0.263,130,8,"Kg",130
"S3","RWA","047","Rwanda","ZAF","South Africa",2020,"Import",5,0.263,130,8,"Kg",130
"S3","RWA","047","Rwanda","ZAF","South Africa",2021,"Gross Imp.",1,0.057,20,8,"Kg",20
"S3","RWA","047","Rwanda","ZAF","South Africa",2021,"Import",5,0.057,20,8,"Kg",20
"S3","RWA","047","Rwanda","ZAF","South Africa",2022,"Gross Imp.",1,0.062,10,8,"Kg",10
"S3","RWA","047","Rwanda","ZAF","South Africa",2022,"Import",5,0.062,10,8,"Kg",10
"S3","RWA","047","Rwanda","ZAR","Congo, Dem. Rep.",2020,"Export",6,3679.882,14807760,8,"Kg",14807760
"S3","RWA","047","Rwanda","ZAR","Congo, Dem. Rep.",2020,"Gross Exp.",2,3680.228,14808000,8,"Kg",14808000
"S3","RWA","047","Rwanda","ZAR","Congo, Dem. Rep.",2020,"Gross Imp.",1,0.017,182,8,"Kg",182
"S3","RWA","047","Rwanda","ZAR","Congo, Dem. Rep.",2020,"Import",5,0.017,182,8,"Kg",182
"S3","RWA","047","Rwanda","ZAR","Congo, Dem. Rep.",2020,"Re-Export",3,0.346,240,8,"Kg",240
"S3","RWA","047","Rwanda","ZAR","Congo, Dem. Rep.",2021,"Export",6,9866.726,52619630,8,"Kg",52619630
"S3","RWA","047","Rwanda","ZAR","Congo, Dem. Rep.",2021,"Gross Exp.",2,9905.844,52724999.7,8,"Kg",52725000
"S3","RWA","047","Rwanda","ZAR","Congo, Dem. Rep.",2021,"Gross Imp.",1,0.02,25,8,"Kg",25
"S3","RWA","047","Rwanda","ZAR","Congo, Dem. Rep.",2021,"Import",5,0.02,25,8,"Kg",25
"S3","RWA","047","Rwanda","ZAR","Congo, Dem. Rep.",2021,"Re-Export",3,39.118,105369.7,8,"Kg",105370
"S3","RWA","047","Rwanda","ZAR","Congo, Dem. Rep.",2022,"Export",6,10291.434,46695000,8,"Kg",46695000
"S3","RWA","047","Rwanda","ZAR","Congo, Dem. Rep.",2022,"Gross Exp.",2,10450.42,47331351.65,8,"Kg",47331352
"S3","RWA","047","Rwanda","ZAR","Congo, Dem. Rep.",2022,"Gross Imp.",1,1.88,7800,8,"Kg",7800
"S3","RWA","047","Rwanda","ZAR","Congo, Dem. Rep.",2022,"Import",5,1.88,7800,8,"Kg",7800
"S3","RWA","047","Rwanda","ZAR","Congo, Dem. Rep.",2022,"Re-Export",3,158.986,636351.65,8,"Kg",636352
"S3","RWA","047","Rwanda","ZMB","Zambia",2022,"Gross Imp.",1,134.138,452000,8,"Kg",452000
"S3","RWA","047","Rwanda","ZMB","Zambia",2022,"Import",5,134.138,452000,8,"Kg",452000
"S3","RWA","048","Rwanda","ALB","Albania",2021,"Gross Imp.",1,0.778,681,8,"Kg",681
"S3","RWA","048","Rwanda","ALB","Albania",2021,"Import",5,0.778,681,8,"Kg",681
"S3","RWA","048","Rwanda","ALB","Albania",2022,"Gross Imp.",1,46.772,35924,8,"Kg",35924
"S3","RWA","048","Rwanda","ALB","Albania",2022,"Import",5,46.772,35924,8,"Kg",35924
"S3","RWA","048","Rwanda","AND","Andorra",2022,"Gross Imp.",1,0.008,170,8,"Kg",170
"S3","RWA","048","Rwanda","AND","Andorra",2022,"Import",5,0.008,170,8,"Kg",170
"S3","RWA","048","Rwanda","ARE","United Arab Emirates",2020,"Export",6,0,0,8,"Kg",0
"S3","RWA","048","Rwanda","ARE","United Arab Emirates",2020,"Gross Exp.",2,3.258,330,8,"Kg",330
"S3","RWA","048","Rwanda","ARE","United Arab Emirates",2020,"Gross Imp.",1,391.306,283649.7,8,"Kg",283650
"S3","RWA","048","Rwanda","ARE","United Arab Emirates",2020,"Import",5,391.306,283649.7,8,"Kg",283650
"S3","RWA","048","Rwanda","ARE","United Arab Emirates",2020,"Re-Export",3,3.258,330,8,"Kg",330
"S3","RWA","048","Rwanda","ARE","United Arab Emirates",2021,"Export",6,0,0,8,"Kg",0
"S3","RWA","048","Rwanda","ARE","United Arab Emirates",2021,"Gross Exp.",2,7.505,770,8,"Kg",770
"S3","RWA","048","Rwanda","ARE","United Arab Emirates",2021,"Gross Imp.",1,264.112,182388.23,8,"Kg",182388
"S3","RWA","048","Rwanda","ARE","United Arab Emirates",2021,"Import",5,264.112,182388.23,8,"Kg",182388
"S3","RWA","048","Rwanda","ARE","United Arab Emirates",2021,"Re-Export",3,7.505,770,8,"Kg",770
"S3","RWA","048","Rwanda","ARE","United Arab Emirates",2022,"Export",6,0,0,8,"Kg",0
"S3","RWA","048","Rwanda","ARE","United Arab Emirates",2022,"Gross Exp.",2,0.082,200,8,"Kg",200
"S3","RWA","048","Rwanda","ARE","United Arab Emirates",2022,"Gross Imp.",1,774.015,647839.09,8,"Kg",647839
"S3","RWA","048","Rwanda","ARE","United Arab Emirates",2022,"Import",5,774.015,647839.09,8,"Kg",647839
"S3","RWA","048","Rwanda","ARE","United Arab Emirates",2022,"Re-Export",3,0.082,200,8,"Kg",200
"S3","RWA","048","Rwanda","ARG","Argentina",2022,"Gross Imp.",1,0.085,86,8,"Kg",86
"S3","RWA","048","Rwanda","ARG","Argentina",2022,"Import",5,0.085,86,8,"Kg",86
"S3","RWA","048","Rwanda","AUS","Australia",2021,"Gross Imp.",1,0.007,1,8,"Kg",1
"S3","RWA","048","Rwanda","AUS","Australia",2021,"Import",5,0.007,1,8,"Kg",1
"S3","RWA","048","Rwanda","AUS","Australia",2022,"Gross Imp.",1,3689.056,3927603,8,"Kg",3927603
"S3","RWA","048","Rwanda","AUS","Australia",2022,"Import",5,3689.056,3927603,8,"Kg",3927603
"S3","RWA","048","Rwanda","AUT","Austria",2022,"Gross Imp.",1,0.053,7.56,8,"Kg",8
"S3","RWA","048","Rwanda","AUT","Austria",2022,"Import",5,0.053,7.56,8,"Kg",8
"S3","RWA","048","Rwanda","BEL","Belgium",2020,"Gross Imp.",1,8978.763,14843203.74,8,"Kg",14843204
"S3","RWA","048","Rwanda","BEL","Belgium",2020,"Import",5,8978.763,14843203.74,8,"Kg",14843204
"S3","RWA","048","Rwanda","BEL","Belgium",2021,"Gross Imp.",1,12595.629,18694606.07,8,"Kg",18694606
"S3","RWA","048","Rwanda","BEL","Belgium",2021,"Import",5,12595.629,18694606.07,8,"Kg",18694606
"S3","RWA","048","Rwanda","BEL","Belgium",2022,"Export",6,38.769,26612,8,"Kg",26612
"S3","RWA","048","Rwanda","BEL","Belgium",2022,"Gross Exp.",2,38.769,26612,8,"Kg",26612
"S3","RWA","048","Rwanda","BEL","Belgium",2022,"Gross Imp.",1,51655.695,18921610.98,8,"Kg",18921611
"S3","RWA","048","Rwanda","BEL","Belgium",2022,"Import",5,51655.695,18921610.98,8,"Kg",18921611
"S3","RWA","048","Rwanda","BFA","Burkina Faso",2022,"Export",6,61.266,49992,8,"Kg",49992
"S3","RWA","048","Rwanda","BFA","Burkina Faso",2022,"Gross Exp.",2,61.266,49992,8,"Kg",49992
"S3","RWA","048","Rwanda","BLM","Saint Barthélemy",2022,"Gross Imp.",1,0.782,440,8,"Kg",440
"S3","RWA","048","Rwanda","BLM","Saint Barthélemy",2022,"Import",5,0.782,440,8,"Kg",440
"S3","RWA","048","Rwanda","BRA","Brazil",2021,"Gross Imp.",1,0.371,560,8,"Kg",560
"S3","RWA","048","Rwanda","BRA","Brazil",2021,"Import",5,0.371,560,8,"Kg",560
"S3","RWA","048","Rwanda","BRA","Brazil",2022,"Gross Imp.",1,335.647,42310.1,8,"Kg",42310
"S3","RWA","048","Rwanda","BRA","Brazil",2022,"Import",5,335.647,42310.1,8,"Kg",42310
"S3","RWA","048","Rwanda","BWA","Botswana",2022,"Gross Imp.",1,0.002,5,8,"Kg",5
"S3","RWA","048","Rwanda","BWA","Botswana",2022,"Import",5,0.002,5,8,"Kg",5
"S3","RWA","048","Rwanda","CAN","Canada",2020,"Gross Imp.",1,0.539,152,8,"Kg",152
"S3","RWA","048","Rwanda","CAN","Canada",2020,"Import",5,0.539,152,8,"Kg",152
"S3","RWA","048","Rwanda","CAN","Canada",2021,"Gross Imp.",1,0.168,191,8,"Kg",191
"S3","RWA","048","Rwanda","CAN","Canada",2021,"Import",5,0.168,191,8,"Kg",191
"S3","RWA","048","Rwanda","CAN","Canada",2022,"Gross Imp.",1,0.491,911.16,8,"Kg",911
"S3","RWA","048","Rwanda","CAN","Canada",2022,"Import",5,0.491,911.16,8,"Kg",911
"S3","RWA","048","Rwanda","CHE","Switzerland",2021,"Gross Imp.",1,0.019,20,8,"Kg",20
"S3","RWA","048","Rwanda","CHE","Switzerland",2021,"Import",5,0.019,20,8,"Kg",20
"S3","RWA","048","Rwanda","CHE","Switzerland",2022,"Gross Imp.",1,1.127,129.14,8,"Kg",129
"S3","RWA","048","Rwanda","CHE","Switzerland",2022,"Import",5,1.127,129.14,8,"Kg",129
"S3","RWA","048","Rwanda","CHN","China",2020,"Gross Imp.",1,67.4,82472.88,8,"Kg",82473
"S3","RWA","048","Rwanda","CHN","China",2020,"Import",5,67.4,82472.88,8,"Kg",82473
"S3","RWA","048","Rwanda","CHN","China",2021,"Gross Imp.",1,128.53,131354.49,8,"Kg",131354
"S3","RWA","048","Rwanda","CHN","China",2021,"Import",5,128.53,131354.49,8,"Kg",131354
"S3","RWA","048","Rwanda","CHN","China",2022,"Gross Imp.",1,355.294,275177.7,8,"Kg",275178
"S3","RWA","048","Rwanda","CHN","China",2022,"Import",5,355.294,275177.7,8,"Kg",275178
"S3","RWA","048","Rwanda","CIV","Cote d'Ivoire",2020,"Gross Imp.",1,63.622,43800,8,"Kg",43800
"S3","RWA","048","Rwanda","CIV","Cote d'Ivoire",2020,"Import",5,63.622,43800,8,"Kg",43800
"S3","RWA","048","Rwanda","CIV","Cote d'Ivoire",2022,"Export",6,9.845,7575,8,"Kg",7575
"S3","RWA","048","Rwanda","CIV","Cote d'Ivoire",2022,"Gross Exp.",2,9.845,7575,8,"Kg",7575
"S3","RWA","048","Rwanda","COG","Congo, Rep.",2020,"Gross Imp.",1,0.301,50,8,"Kg",50
"S3","RWA","048","Rwanda","COG","Congo, Rep.",2020,"Import",5,0.301,50,8,"Kg",50
"S3","RWA","048","Rwanda","COG","Congo, Rep.",2022,"Export",6,0.068,100,8,"Kg",100
"S3","RWA","048","Rwanda","COG","Congo, Rep.",2022,"Gross Exp.",2,0.068,100,8,"Kg",100
"S3","RWA","048","Rwanda","CYP","Cyprus",2021,"Gross Imp.",1,0.127,35,8,"Kg",35
"S3","RWA","048","Rwanda","CYP","Cyprus",2021,"Import",5,0.127,35,8,"Kg",35
"S3","RWA","048","Rwanda","CYP","Cyprus",2022,"Gross Imp.",1,0.141,44,8,"Kg",44
"S3","RWA","048","Rwanda","CYP","Cyprus",2022,"Import",5,0.141,44,8,"Kg",44
"S3","RWA","048","Rwanda","DEU","Germany",2020,"Gross Imp.",1,945.312,1542361.6,8,"Kg",1542362
"S3","RWA","422","Rwanda","PAK","Pakistan",2022,"Gross Imp.",1,95.888,56311.2,8,"Kg",56311
"S3","RWA","422","Rwanda","PAK","Pakistan",2022,"Import",5,95.888,56311.2,8,"Kg",56311
"S3","RWA","422","Rwanda","SEN","Senegal",2022,"Gross Imp.",1,377.851,241452,8,"Kg",241452
"S3","RWA","422","Rwanda","SEN","Senegal",2022,"Import",5,377.851,241452,8,"Kg",241452
"S3","RWA","422","Rwanda","SGP","Singapore",2020,"Gross Imp.",1,396.004,407219,8,"Kg",407219
"S3","RWA","422","Rwanda","SGP","Singapore",2020,"Import",5,396.004,407219,8,"Kg",407219
"S3","RWA","422","Rwanda","SGP","Singapore",2021,"Gross Imp.",1,2333.794,1859392.4,8,"Kg",1859392
"S3","RWA","422","Rwanda","SGP","Singapore",2021,"Import",5,2333.794,1859392.4,8,"Kg",1859392
"S3","RWA","422","Rwanda","SGP","Singapore",2022,"Gross Imp.",1,1311.292,997071.5,8,"Kg",997072
"S3","RWA","422","Rwanda","SGP","Singapore",2022,"Import",5,1311.292,997071.5,8,"Kg",997072
"S3","RWA","422","Rwanda","SUD","Sudan",2021,"Export",6,0,0,8,"Kg",0
"S3","RWA","422","Rwanda","SUD","Sudan",2021,"Gross Exp.",2,275.179,272730,8,"Kg",272730
"S3","RWA","422","Rwanda","SUD","Sudan",2021,"Re-Export",3,275.179,272730,8,"Kg",272730
"S3","RWA","422","Rwanda","SWE","Sweden",2022,"Export",6,0.423,15,8,"Kg",15
"S3","RWA","422","Rwanda","SWE","Sweden",2022,"Gross Exp.",2,0.423,15,8,"Kg",15
"S3","RWA","422","Rwanda","THA","Thailand",2021,"Gross Imp.",1,1676.967,1300448,8,"Kg",1300448
"S3","RWA","422","Rwanda","THA","Thailand",2021,"Import",5,1676.967,1300448,8,"Kg",1300448
"S3","RWA","422","Rwanda","TUR","Turkey",2020,"Gross Imp.",1,66.435,50059.8,8,"Kg",50060
"S3","RWA","422","Rwanda","TUR","Turkey",2020,"Import",5,66.435,50059.8,8,"Kg",50060
"S3","RWA","422","Rwanda","TUR","Turkey",2021,"Gross Imp.",1,0.586,360,8,"Kg",360
"S3","RWA","422","Rwanda","TUR","Turkey",2021,"Import",5,0.586,360,8,"Kg",360
"S3","RWA","422","Rwanda","TZA","Tanzania",2020,"Gross Imp.",1,165.192,239639,8,"Kg",239639
"S3","RWA","422","Rwanda","TZA","Tanzania",2020,"Import",5,165.192,239639,8,"Kg",239639
"S3","RWA","422","Rwanda","TZA","Tanzania",2021,"Gross Imp.",1,825.193,1054167,8,"Kg",1054167
"S3","RWA","422","Rwanda","TZA","Tanzania",2021,"Import",5,825.193,1054167,8,"Kg",1054167
"S3","RWA","422","Rwanda","TZA","Tanzania",2022,"Export",6,0,0,8,"Kg",0
"S3","RWA","422","Rwanda","TZA","Tanzania",2022,"Gross Exp.",2,358.619,218685,8,"Kg",218685
"S3","RWA","422","Rwanda","TZA","Tanzania",2022,"Gross Imp.",1,319.502,336494,8,"Kg",336494
"S3","RWA","422","Rwanda","TZA","Tanzania",2022,"Import",5,319.502,336494,8,"Kg",336494
"S3","RWA","422","Rwanda","TZA","Tanzania",2022,"Re-Export",3,358.619,218685,8,"Kg",218685
"S3","RWA","422","Rwanda","UGA","Uganda",2020,"Export",6,10.105,1090,8,"Kg",1090
"S3","RWA","422","Rwanda","UGA","Uganda",2020,"Gross Exp.",2,10.105,1090,8,"Kg",1090
"S3","RWA","422","Rwanda","UGA","Uganda",2021,"Export",6,6.545,1835,8,"Kg",1835
"S3","RWA","422","Rwanda","UGA","Uganda",2021,"Gross Exp.",2,6.545,1835,8,"Kg",1835
"S3","RWA","422","Rwanda","UGA","Uganda",2022,"Export",6,491.49,302400,8,"Kg",302400
"S3","RWA","422","Rwanda","UGA","Uganda",2022,"Gross Exp.",2,1630.403,921041,8,"Kg",921041
"S3","RWA","422","Rwanda","UGA","Uganda",2022,"Gross Imp.",1,50.286,25082,8,"Kg",25082
"S3","RWA","422","Rwanda","UGA","Uganda",2022,"Import",5,50.286,25082,8,"Kg",25082
"S3","RWA","422","Rwanda","UGA","Uganda",2022,"Re-Export",3,1138.913,618641,8,"Kg",618641
"S3","RWA","422","Rwanda","UKR","Ukraine",2022,"Gross Imp.",1,0.034,5.4,8,"Kg",5
"S3","RWA","422","Rwanda","UKR","Ukraine",2022,"Import",5,0.034,5.4,8,"Kg",5
"S3","RWA","422","Rwanda","USA","United States",2020,"Export",6,34.462,2099,8,"Kg",2099
"S3","RWA","422","Rwanda","USA","United States",2020,"Gross Exp.",2,34.462,2099,8,"Kg",2099
"S3","RWA","422","Rwanda","USA","United States",2021,"Export",6,35.173,1755,8,"Kg",1755
"S3","RWA","422","Rwanda","USA","United States",2021,"Gross Exp.",2,35.173,1755,8,"Kg",1755
"S3","RWA","422","Rwanda","USA","United States",2021,"Gross Imp.",1,0.02,5,8,"Kg",5
"S3","RWA","422","Rwanda","USA","United States",2021,"Import",5,0.02,5,8,"Kg",5
"S3","RWA","422","Rwanda","USA","United States",2022,"Export",6,14.978,308,8,"Kg",308
"S3","RWA","422","Rwanda","USA","United States",2022,"Gross Exp.",2,14.978,308,8,"Kg",308
"S3","RWA","422","Rwanda","USA","United States",2022,"Gross Imp.",1,0.052,120,8,"Kg",120
"S3","RWA","422","Rwanda","USA","United States",2022,"Import",5,0.052,120,8,"Kg",120
"S3","RWA","422","Rwanda","WLD"," World",2020,"Export",6,436.57,17083,8,"Kg",17083
"S3","RWA","422","Rwanda","WLD"," World",2020,"Gross Exp.",2,26973.532,26569143,8,"Kg",26569143
"S3","RWA","422","Rwanda","WLD"," World",2020,"Gross Imp.",1,86964.209,101687775.491,8,"Kg",101687775
"S3","RWA","422","Rwanda","WLD"," World",2020,"Import",5,86964.209,101687775.491,8,"Kg",101687775
"S3","RWA","422","Rwanda","WLD"," World",2020,"Re-Export",3,26536.962,26552060,8,"Kg",26552060
"S3","RWA","422","Rwanda","WLD"," World",2021,"Export",6,2006.911,1083567,8,"Kg",1083567
"S3","RWA","422","Rwanda","WLD"," World",2021,"Gross Exp.",2,51365.841,37221730,8,"Kg",37221730
"S3","RWA","422","Rwanda","WLD"," World",2021,"Gross Imp.",1,138185.961,107802218.01,8,"Kg",107802218
"S3","RWA","422","Rwanda","WLD"," World",2021,"Import",5,138185.961,107802218.01,8,"Kg",107802218
"S3","RWA","422","Rwanda","WLD"," World",2021,"Re-Export",3,49358.93,36138163,8,"Kg",36138163
"S3","RWA","422","Rwanda","WLD"," World",2022,"Export",6,6367.782,4076221,8,"Kg",4076221
"S3","RWA","422","Rwanda","WLD"," World",2022,"Gross Exp.",2,60903.332,37843036.2,8,"Kg",37843036
"S3","RWA","422","Rwanda","WLD"," World",2022,"Gross Imp.",1,179503.567,121345536.94,8,"Kg",121345537
"S3","RWA","422","Rwanda","WLD"," World",2022,"Import",5,179503.567,121345536.94,8,"Kg",121345537
"S3","RWA","422","Rwanda","WLD"," World",2022,"Re-Export",3,54535.55,33766815.2,8,"Kg",33766815
"S3","RWA","422","Rwanda","ZAF","South Africa",2021,"Gross Imp.",1,0.322,75,8,"Kg",75
"S3","RWA","422","Rwanda","ZAF","South Africa",2021,"Import",5,0.322,75,8,"Kg",75
"S3","RWA","422","Rwanda","ZAF","South Africa",2022,"Gross Imp.",1,0.614,16,8,"Kg",16
"S3","RWA","422","Rwanda","ZAF","South Africa",2022,"Import",5,0.614,16,8,"Kg",16
"S3","RWA","422","Rwanda","ZAR","Congo, Dem. Rep.",2020,"Export",6,0,0,8,"Kg",0
"S3","RWA","422","Rwanda","ZAR","Congo, Dem. Rep.",2020,"Gross Exp.",2,26536.962,26552060,8,"Kg",26552060
"S3","RWA","422","Rwanda","ZAR","Congo, Dem. Rep.",2020,"Gross Imp.",1,2951.876,3424080,8,"Kg",3424080
"S3","RWA","422","Rwanda","ZAR","Congo, Dem. Rep.",2020,"Import",5,2951.876,3424080,8,"Kg",3424080
"S3","RWA","422","Rwanda","ZAR","Congo, Dem. Rep.",2020,"Re-Export",3,26536.962,26552060,8,"Kg",26552060
"S3","RWA","422","Rwanda","ZAR","Congo, Dem. Rep.",2021,"Export",6,1822.789,1074738,8,"Kg",1074738
"S3","RWA","422","Rwanda","ZAR","Congo, Dem. Rep.",2021,"Gross Exp.",2,50520.63,36627134,8,"Kg",36627134
"S3","RWA","422","Rwanda","ZAR","Congo, Dem. Rep.",2021,"Gross Imp.",1,4252.535,4729805,8,"Kg",4729805
"S3","RWA","422","Rwanda","ZAR","Congo, Dem. Rep.",2021,"Import",5,4252.535,4729805,8,"Kg",4729805
"S3","RWA","422","Rwanda","ZAR","Congo, Dem. Rep.",2021,"Re-Export",3,48697.841,35552396,8,"Kg",35552396
"S3","RWA","422","Rwanda","ZAR","Congo, Dem. Rep.",2022,"Export",6,5447.229,3538942,8,"Kg",3538942
"S3","RWA","422","Rwanda","ZAR","Congo, Dem. Rep.",2022,"Gross Exp.",2,58126.682,36172099,8,"Kg",36172099
"S3","RWA","422","Rwanda","ZAR","Congo, Dem. Rep.",2022,"Gross Imp.",1,13445.568,13987229,8,"Kg",13987229
"S3","RWA","422","Rwanda","ZAR","Congo, Dem. Rep.",2022,"Import",5,13445.568,13987229,8,"Kg",13987229
"S3","RWA","422","Rwanda","ZAR","Congo, Dem. Rep.",2022,"Re-Export",3,52679.453,32633157,8,"Kg",32633157
"S3","RWA","422","Rwanda","ZMB","Zambia",2022,"Export",6,0,0,8,"Kg",0
"S3","RWA","422","Rwanda","ZMB","Zambia",2022,"Gross Exp.",2,168.755,93202,8,"Kg",93202
"S3","RWA","422","Rwanda","ZMB","Zambia",2022,"Re-Export",3,168.755,93202,8,"Kg",93202
"S3","RWA","562","Rwanda","ARE","United Arab Emirates",2020,"Gross Imp.",1,3418.457,8519260,8,"Kg",8519260
"S3","RWA","562","Rwanda","ARE","United Arab Emirates",2020,"Import",5,3418.457,8519260,8,"Kg",8519260
"S3","RWA","562","Rwanda","ARE","United Arab Emirates",2021,"Gross Imp.",1,4782.684,9053881,8,"Kg",9053881
"S3","RWA","562","Rwanda","ARE","United Arab Emirates",2021,"Import",5,4782.684,9053881,8,"Kg",9053881
"S3","RWA","562","Rwanda","ARE","United Arab Emirates",2022,"Gross Imp.",1,5691.962,5514530,8,"Kg",5514530
"S3","RWA","562","Rwanda","ARE","United Arab Emirates",2022,"Import",5,5691.962,5514530,8,"Kg",5514530
"S3","RWA","562","Rwanda","BEL","Belgium",2020,"Gross Imp.",1,1.96,85,8,"Kg",85
"S3","RWA","562","Rwanda","BEL","Belgium",2020,"Import",5,1.96,85,8,"Kg",85
"S3","RWA","562","Rwanda","BEL","Belgium",2021,"Gross Imp.",1,4.123,691,8,"Kg",691
"S3","RWA","562","Rwanda","BEL","Belgium",2021,"Import",5,4.123,691,8,"Kg",691
"S3","RWA","562","Rwanda","BEL","Belgium",2022,"Gross Imp.",1,37.828,20327.2,8,"Kg",20327
"S3","RWA","562","Rwanda","BEL","Belgium",2022,"Import",5,37.828,20327.2,8,"Kg",20327
"S3","RWA","562","Rwanda","CAN","Canada",2020,"Gross Imp.",1,0.078,250,8,"Kg",250
"S3","RWA","562","Rwanda","CAN","Canada",2020,"Import",5,0.078,250,8,"Kg",250
"S3","RWA","562","Rwanda","CAN","Canada",2021,"Gross Imp.",1,0.321,1593,8,"Kg",1593
"S3","RWA","562","Rwanda","CAN","Canada",2021,"Import",5,0.321,1593,8,"Kg",1593
"S3","RWA","562","Rwanda","CHE","Switzerland",2020,"Gross Imp.",1,169.906,429980,8,"Kg",429980
"S3","RWA","562","Rwanda","CHE","Switzerland",2020,"Import",5,169.906,429980,8,"Kg",429980
"S3","RWA","562","Rwanda","CHE","Switzerland",2021,"Gross Imp.",1,323.927,561500,8,"Kg",561500
"S3","RWA","562","Rwanda","CHE","Switzerland",2021,"Import",5,323.927,561500,8,"Kg",561500
"S3","RWA","562","Rwanda","CHE","Switzerland",2022,"Gross Imp.",1,181.534,183700,8,"Kg",183700
"S3","RWA","562","Rwanda","CHE","Switzerland",2022,"Import",5,181.534,183700,8,"Kg",183700
"S3","RWA","562","Rwanda","CHL","Chile",2021,"Gross Imp.",1,12.181,11800,8,"Kg",11800
"S3","RWA","562","Rwanda","CHL","Chile",2021,"Import",5,12.181,11800,8,"Kg",11800
"S3","RWA","562","Rwanda","CHL","Chile",2022,"Gross Imp.",1,15.934,8000,8,"Kg",8000
"S3","RWA","562","Rwanda","CHL","Chile",2022,"Import",5,15.934,8000,8,"Kg",8000
"S3","RWA","562","Rwanda","CHN","China",2020,"Gross Imp.",1,2060.414,5012212,8,"Kg",5012212
"S3","RWA","562","Rwanda","CHN","China",2020,"Import",5,2060.414,5012212,8,"Kg",5012212
"S3","RWA","562","Rwanda","CHN","China",2021,"Gross Imp.",1,4877.39,9990251.5,8,"Kg",9990252
"S3","RWA","562","Rwanda","CHN","China",2021,"Import",5,4877.39,9990251.5,8,"Kg",9990252
"S3","RWA","562","Rwanda","CHN","China",2022,"Gross Imp.",1,3661.755,3989464,8,"Kg",3989464
